110
-0.00,-325.80,-3761.94
-0.00,-325.80,-8452.86
-0.00,-325.80,-13385.46
-0.00,-325.80,-18370.77
-0.00,-325.80,-23367.57
16.23,-325.80,-28366.69
-20.71,-325.80,-33386.18
1374.56,-325.80,-38054.04
5404.98,-325.80,-40118.80
9904.68,-325.80,-41954.85
14389.64,-325.80,-44095.43
18499.95,-325.80,-46875.73
20225.60,-325.80,-51270.89
20222.68,-325.80,-56119.93
20013.35,-325.80,-61074.63
20180.43,-325.80,-66059.48
20418.54,-325.80,-71052.13
20978.82,-325.80,-76028.16
22737.05,-325.80,-80645.57
26393.38,-325.80,-83744.03
31097.97,-325.80,-84521.78
35899.37,-325.80,-83679.50
40833.94,-325.80,-83144.43
45817.90,-325.80,-82904.57
50803.86,-325.80,-82568.98
55783.29,-325.80,-82126.05
60761.21,-325.80,-81658.91
65738.77,-325.80,-81186.52
70716.11,-325.80,-80712.92
75693.45,-325.80,-80239.09
80670.80,-325.80,-79765.27
85648.14,-325.80,-79291.44
90626.57,-325.80,-78828.55
95613.70,-325.80,-78438.13
100535.48,-325.80,-77557.95
104893.36,-325.80,-75270.10
108660.08,-325.80,-72060.20
112227.68,-325.80,-68577.42
115748.61,-325.80,-65031.94
119281.64,-325.80,-61481.18
123402.57,-325.80,-58717.67
127831.62,-325.80,-56434.57
132322.08,-325.80,-54239.86
136564.05,-325.80,-51620.91
140392.59,-325.80,-48417.31
142525.52,-325.80,-44044.85
141787.84,-325.80,-39456.80
139032.50,-325.80,-35544.95
135188.22,-325.80,-32504.51
131136.39,-325.80,-29614.73
127053.93,-325.80,-26736.69
122947.19,-325.80,-23820.15
120406.32,-325.80,-19690.85
120669.26,-325.80,-14985.85
121945.47,-325.80,-10244.70
123343.91,-325.80,-5465.90
124309.77,-325.80,-570.77
124929.66,-325.80,4386.38
124744.65,-325.80,9361.88
123776.45,-325.80,14246.56
121874.36,-325.80,18833.13
119644.34,-325.80,23296.05
117343.29,-325.80,27732.24
115024.97,-325.80,32161.70
112787.54,-325.80,36637.42
111461.76,-325.80,41438.13
112057.20,-325.80,46273.79
113856.84,-325.80,50863.34
116053.80,-325.80,55332.47
118377.66,-325.80,59757.05
120282.59,-325.80,64376.00
120569.08,-325.80,69301.29
118370.88,-325.80,73520.54
114745.69,-325.80,76763.47
110399.63,-325.80,79111.93
105570.89,-325.80,79901.80
100863.96,-325.80,78704.42
96437.92,-325.80,76511.72
92914.71,-325.80,73084.15
89930.66,-325.80,69115.85
87420.70,-325.80,64811.62
84856.70,-325.80,60504.36
80933.76,-325.80,57585.75
76209.82,-325.80,57452.75
71785.12,-325.80,59312.31
67454.70,-325.80,61696.71
62972.12,-325.80,63880.96
58453.71,-325.80,66014.99
53957.61,-325.80,68200.52
49483.51,-325.80,70450.49
44688.96,-325.80,71785.62
40020.19,-325.80,70676.78
35519.00,-325.80,68660.44
30987.66,-325.80,66580.74
26606.78,-325.80,64194.28
22617.44,-325.80,61208.56
18846.29,-325.80,57937.00
15233.70,-325.80,54483.96
11938.32,-325.80,50734.67
8937.74,-325.80,46742.23
6010.49,-325.80,42689.77
3350.12,-325.80,38461.56
1059.35,-325.80,34013.27
171.67,-325.80,29172.55
150.95,-325.80,24211.18
35.14,-325.80,19221.09
-104.75,-325.80,14224.91
-175.36,-325.80,9225.98
-214.15,-325.80,4226.28
-240.25,-325.80,-773.63
